id,name,ticker,currentprice,change,lastprice,updated,percent
1,L&TFH,L&TFH,110,5,105,True,5
2,PEL,PEL,2160,-190,2350,True,-8
3,ADANIPORTS,ADANIPORTS,320,0,320,True,0
4,HINDPETRO,HINDPETRO,300,0,300,True,0
5,HDFC,HDFC,2750,110,2640,True,4
6,BAJFINANCE,BAJFINANCE,420,10,410,True,2
7,YESBANK,YESBANK,50,-20,70,True,-29
8,ULTRACEMCO,ULTRACEMCO,410,10,400,True,3
9,ASHOKLEY,ASHOKLEY,100,10,90,True,11
10,DLF,DLF,180,10,170,True,6
11,ICICIBANK,ICICIBANK,450,-30,480,True,-6
12,HDFCBANK,HDFCBANK,3080,230,2850,True,8
13,BAJAJFINSV,BAJAJFINSV,600,10,590,True,2
14,BHEL,BHEL,50,20,30,True,67
15,LT,LT,1450,0,1450,True,0
16,DMART,DMART,2000,60,1940,True,3
17,ABB,ABB,1420,0,1420,True,0
18,ZEEL,ZEEL,470,0,470,True,0
19,ICICIPRULI,ICICIPRULI,320,0,320,True,0
20,IBULHSGFIN,IBULHSGFIN,810,150,660,True,23
21,BOSCHLTD,BOSCHLTD,1200,-190,1390,True,-14
22,UBL,UBL,1470,-60,1530,True,-4
23,DIVISLAB,DIVISLAB,1690,-70,1760,True,-4
24,HDFCAMC,HDFCAMC,2320,-170,2490,True,-7
25,SBIN,SBIN,300,-10,310,True,-3
26,KOTAKBANK,KOTAKBANK,1410,-60,1470,True,-4
27,PETRONET,PETRONET,250,0,250,True,0
28,AXISBANK,AXISBANK,500,-110,610,True,-18
29,AMBUJACEM,AMBUJACEM,200,0,200,True,0
30,NIACL,NIACL,130,0,130,True,0
31,TITAN,TITAN,1390,40,1350,True,3
32,ITC,ITC,420,130,290,True,45
33,INDUSINDBK,INDUSINDBK,1220,-20,1240,True,-2
34,BRITANNIA,BRITANNIA,310,10,300,True,3
35,IOC,IOC,120,-10,130,True,-8
36,SIEMENS,SIEMENS,1500,100,1400,True,7
37,INDIGO,INDIGO,1550,-130,1680,True,-8
38,DABUR,DABUR,370,-30,400,True,-8
39,ICICIGI,ICICIGI,1130,0,1130,True,0
40,BANDHANBNK,BANDHANBNK,540,0,540,True,0
41,GRASIM,GRASIM,680,10,670,True,1
42,GICRE,GICRE,110,10,100,True,10
43,LUPIN,LUPIN,1240,240,1000,True,24
44,MRF,MRF,820,20,800,True,3
45,ACC,ACC,1630,90,1540,True,6
46,SAIL,SAIL,30,10,20,True,50
47,M&M,M&M,640,-90,730,True,-12
48,PIDILITIND,PIDILITIND,1390,30,1360,True,2
49,SHREECEM,SHREECEM,210,10,200,True,5
50,NTPC,NTPC,120,0,120,True,0
51,GODREJCP,GODREJCP,500,-90,590,True,-15
52,HINDZINC,HINDZINC,240,0,240,True,0
53,BPCL,BPCL,440,10,430,True,2
54,HDFCLIFE,HDFCLIFE,590,50,540,True,9
55,BANKBARODA,BANKBARODA,120,35,85,True,41
56,ONGC,ONGC,110,0,110,True,0
57,MCDOWELL-N,MCDOWELL-N,770,40,730,True,5
58,GAIL,GAIL,110,0,110,True,0
59,EICHERMOT,EICHERMOT,150,-50,200,True,-25
60,HINDUNILVR,HINDUNILVR,2800,180,2620,True,7
61,DRREDDY,DRREDDY,300,-10,310,True,-3
62,TECHM,TECHM,820,-20,840,True,-2
63,BHARTIARTL,BHARTIARTL,370,-10,380,True,-3
64,COLPAL,COLPAL,1270,0,1270,True,0
65,TCS,TCS,2630,50,2580,True,2
66,HAVELLS,HAVELLS,510,-10,520,True,-2
67,SBILIFE,SBILIFE,1010,0,1010,True,0
68,SRTRANSFIN,SRTRANSFIN,1010,0,1010,True,0
69,ASIANPAINT,ASIANPAINT,1580,0,1580,True,0
70,HCLTECH,HCLTECH,1120,30,1090,True,3
71,CONCOR,CONCOR,550,140,410,True,34
72,BAJAJHLDNG,BAJAJHLDNG,360,10,350,True,3
73,COALINDIA,COALINDIA,200,0,200,True,0
74,INFY,INFY,850,10,840,True,1
75,CIPLA,CIPLA,610,20,590,True,3
76,OFSS,OFSS,360,10,350,True,3
77,POWERGRID,POWERGRID,190,0,190,True,0
78,NHPC,NHPC,30,0,30,True,0
79,UPL,UPL,490,110,380,True,29
80,TATAMTRDVR,TATAMTRDVR,75,5,70,True,7
81,CADILAHC,CADILAHC,200,0,200,True,0
82,BAJAJ-AUTO,BAJAJ-AUTO,1990,-90,2080,True,-4
83,PAGEIND,PAGEIND,1640,-50,1690,True,-3
84,MARUTI,MARUTI,750,0,750,True,0
85,TATAMOTORS,TATAMOTORS,110,0,110,True,0
86,MARICO,MARICO,430,20,410,True,5
87,MOTHERSUMI,MOTHERSUMI,130,20,110,True,18
88,NMDC,NMDC,110,0,110,True,0
89,INFRATEL,INFRATEL,190,-10,200,True,-5
90,HINDALCO,HINDALCO,140,-20,160,True,-13
91,RELIANCE,RELIANCE,1840,150,1690,True,9
92,WIPRO,WIPRO,310,20,290,True,7
93,BIOCON,BIOCON,260,10,250,True,4
94,AUROPHARMA,AUROPHARMA,720,10,710,True,1
95,SUNPHARMA,SUNPHARMA,290,-110,400,True,-28
96,HEROMOTOCO,HEROMOTOCO,390,10,380,True,3
97,TATASTEEL,TATASTEEL,380,0,380,True,0
98,VEDL,VEDL,130,0,130,True,0
99,IDEA,IDEA,90,0,90,True,0
100,JSWSTEEL,JSWSTEEL,280,10,270,True,4
101,PGHH,PGHH,1120,50,1070,True,5
