id,name,ticker,currentprice,change,lastprice,updated,percent
1,L&TFH,L&TFH,110,-30,105,TRUE,-38
2,PEL,PEL,1740,170,1780,TRUE,9
3,ADANIPORTS,ADANIPORTS,350,50,350,TRUE,14
4,HINDPETRO,HINDPETRO,320,10,320,TRUE,4
5,HDFC,HDFC,3180,60,3090,TRUE,3
6,BAJFINANCE,BAJFINANCE,390,0,380,TRUE,0
7,YESBANK,YESBANK,20,0,30,TRUE,0
8,ULTRACEMCO,ULTRACEMCO,330,20,320,TRUE,5
9,ASHOKLEY,ASHOKLEY,30,-10,50,TRUE,-14
10,DLF,DLF,130,0,80,TRUE,0
11,ICICIBANK,ICICIBANK,600,-20,550,TRUE,-5
12,HDFCBANK,HDFCBANK,3360,60,3400,TRUE,3
13,BAJAJFINSV,BAJAJFINSV,850,10,810,TRUE,1
14,BHEL,BHEL,80,-15,100,TRUE,-30
15,LT,LT,1550,130,1450,TRUE,11
16,DMART,DMART,2170,40,2330,TRUE,3
17,ABB,ABB,1090,30,1210,TRUE,2
18,ZEEL,ZEEL,490,10,460,TRUE,3
19,ICICIPRULI,ICICIPRULI,280,10,270,TRUE,3
20,IBULHSGFIN,IBULHSGFIN,520,-20,510,TRUE,-4
21,BOSCHLTD,BOSCHLTD,1100,-70,1120,TRUE,-6
22,UBL,UBL,1880,-170,1810,TRUE,-13
23,DIVISLAB,DIVISLAB,1970,50,2010,TRUE,3
24,HDFCAMC,HDFCAMC,2850,250,2850,TRUE,11
25,SBIN,SBIN,210,80,210,TRUE,40
26,KOTAKBANK,KOTAKBANK,1730,20,1630,TRUE,1
27,PETRONET,PETRONET,180,70,180,TRUE,39
28,AXISBANK,AXISBANK,610,-100,600,TRUE,-15
29,AMBUJACEM,AMBUJACEM,200,0,210,TRUE,0
30,NIACL,NIACL,140,30,140,TRUE,27
31,TITAN,TITAN,1400,-100,1200,TRUE,-9
32,ITC,ITC,500,20,480,TRUE,8
33,INDUSINDBK,INDUSINDBK,1310,-10,1280,TRUE,-1
34,BRITANNIA,BRITANNIA,290,0,300,TRUE,0
35,IOC,IOC,160,10,160,TRUE,8
36,SIEMENS,SIEMENS,1650,110,1570,TRUE,9
37,INDIGO,INDIGO,1480,10,1400,TRUE,1
38,DABUR,DABUR,520,0,520,TRUE,0
