id,name,ticker,currentprice,change,lastprice,updated,percent
1,L&TFH,L&TFH,100,0,100,True,0
2,PEL,PEL,2120,-90,2210,True,-4
3,ADANIPORTS,ADANIPORTS,320,-20,340,True,-6
4,HINDPETRO,HINDPETRO,310,20,290,True,7
5,HDFC,HDFC,2690,0,2690,True,0
6,BAJFINANCE,BAJFINANCE,390,0,390,True,0
7,YESBANK,YESBANK,60,0,60,True,0
8,ULTRACEMCO,ULTRACEMCO,370,-10,380,True,-3
9,ASHOKLEY,ASHOKLEY,70,-10,80,True,-13
10,DLF,DLF,160,0,160,True,0
11,ICICIBANK,ICICIBANK,470,30,440,True,7
12,HDFCBANK,HDFCBANK,3110,230,2880,True,8
13,BAJAJFINSV,BAJAJFINSV,770,100,670,True,15
14,BHEL,BHEL,60,0,60,True,0
15,LT,LT,1340,30,1310,True,2
16,DMART,DMART,2110,40,2070,True,2
17,ABB,ABB,1320,0,1320,True,0
18,ZEEL,ZEEL,470,10,460,True,2
19,ICICIPRULI,ICICIPRULI,350,10,340,True,3
20,IBULHSGFIN,IBULHSGFIN,600,20,580,True,3
21,BOSCHLTD,BOSCHLTD,1310,30,1280,True,2
22,UBL,UBL,1680,60,1620,True,4
23,DIVISLAB,DIVISLAB,1890,90,1800,True,5
24,HDFCAMC,HDFCAMC,2560,120,2440,True,5
25,SBIN,SBIN,210,-100,310,True,-32
26,KOTAKBANK,KOTAKBANK,1590,120,1470,True,8
27,PETRONET,PETRONET,330,60,270,True,22
28,AXISBANK,AXISBANK,620,-30,650,True,-5
29,AMBUJACEM,AMBUJACEM,210,0,210,True,0
30,NIACL,NIACL,140,10,130,True,8
31,TITAN,TITAN,1330,30,1300,True,2
32,ITC,ITC,360,-30,390,True,-8
33,INDUSINDBK,INDUSINDBK,1340,30,1310,True,2
34,BRITANNIA,BRITANNIA,310,10,300,True,3
35,IOC,IOC,150,10,140,True,7
36,SIEMENS,SIEMENS,1570,30,1540,True,2
37,INDIGO,INDIGO,1620,110,1510,True,7
38,DABUR,DABUR,470,70,400,True,18
39,ICICIGI,ICICIGI,1210,70,1140,True,6
40,BANDHANBNK,BANDHANBNK,390,10,380,True,3
41,GRASIM,GRASIM,660,-30,690,True,-4
42,GICRE,GICRE,130,0,130,True,0
43,LUPIN,LUPIN,840,20,820,True,2
44,MRF,MRF,750,10,740,True,1
45,ACC,ACC,1620,-50,1670,True,-3
46,SAIL,SAIL,10,0,10,True,0
47,M&M,M&M,630,-70,700,True,-10
48,PIDILITIND,PIDILITIND,1340,10,1330,True,1
49,SHREECEM,SHREECEM,190,10,180,True,6
50,NTPC,NTPC,130,0,130,True,0
51,GODREJCP,GODREJCP,670,90,580,True,16
52,HINDZINC,HINDZINC,260,10,250,True,4
53,BPCL,BPCL,390,10,380,True,3
54,HDFCLIFE,HDFCLIFE,400,-40,440,True,-9
55,BANKBARODA,BANKBARODA,150,10,140,True,7
56,ONGC,ONGC,140,0,140,True,0
57,MCDOWELL-N,MCDOWELL-N,690,10,680,True,1
58,GAIL,GAIL,120,0,120,True,0
59,EICHERMOT,EICHERMOT,150,-10,160,True,-6
60,HINDUNILVR,HINDUNILVR,2250,-50,2300,True,-2
61,DRREDDY,DRREDDY,340,20,320,True,6
62,TECHM,TECHM,760,-50,810,True,-6
63,BHARTIARTL,BHARTIARTL,320,-10,330,True,-3
64,COLPAL,COLPAL,1280,30,1250,True,2
65,TCS,TCS,2900,110,2790,True,4
66,HAVELLS,HAVELLS,600,10,590,True,2
67,SBILIFE,SBILIFE,900,30,870,True,3
68,SRTRANSFIN,SRTRANSFIN,930,0,930,True,0
69,ASIANPAINT,ASIANPAINT,1640,30,1610,True,2
70,HCLTECH,HCLTECH,890,-70,960,True,-7
71,CONCOR,CONCOR,330,10,320,True,3
72,BAJAJHLDNG,BAJAJHLDNG,350,-10,360,True,-3
73,COALINDIA,COALINDIA,200,10,190,True,5
74,INFY,INFY,820,30,790,True,4
75,CIPLA,CIPLA,550,-20,570,True,-4
76,OFSS,OFSS,370,20,350,True,6
77,POWERGRID,POWERGRID,200,0,200,True,0
78,NHPC,NHPC,40,0,40,True,0
79,UPL,UPL,520,-20,540,True,-4
80,TATAMTRDVR,TATAMTRDVR,45,-5,50,True,-10
81,CADILAHC,CADILAHC,190,0,190,True,0
82,BAJAJ-AUTO,BAJAJ-AUTO,2010,0,2010,True,0
83,PAGEIND,PAGEIND,1550,-140,1690,True,-8
84,MARUTI,MARUTI,770,0,770,True,0
85,TATAMOTORS,TATAMOTORS,130,0,130,True,0
86,MARICO,MARICO,440,0,440,True,0
87,MOTHERSUMI,MOTHERSUMI,110,0,110,True,0
88,NMDC,NMDC,90,0,90,True,0
89,INFRATEL,INFRATEL,220,0,220,True,0
90,HINDALCO,HINDALCO,170,0,170,True,0
91,RELIANCE,RELIANCE,1600,-310,1910,True,-16
92,WIPRO,WIPRO,240,-30,270,True,-11
93,BIOCON,BIOCON,270,20,250,True,8
94,AUROPHARMA,AUROPHARMA,630,-100,730,True,-14
95,SUNPHARMA,SUNPHARMA,300,10,290,True,3
96,HEROMOTOCO,HEROMOTOCO,370,0,370,True,0
97,TATASTEEL,TATASTEEL,360,10,350,True,3
98,VEDL,VEDL,190,20,170,True,12
99,IDEA,IDEA,80,0,80,True,0
100,JSWSTEEL,JSWSTEEL,280,10,270,True,4
101,PGHH,PGHH,1100,30,1070,True,3
